no,persona,scenario,turn_count,history,response,label,reason,reason_detail,axis
462,친구,질문·요청,1,친구: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?,조금 덜 예민하게 받아들여. 그 얘기를 언제까지 할 건데?,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
463,선후배,업무 대화,2,"나: 제가 도울 수 있는 일이면 말씀해주세요.
후배: 오류가 발생한 계정 목록을 정리해서 공유해주실 수 있나요?",그건 다른 사람한테 물어보는 게 빠를 것 같아요. 오늘은 그 얘기까지 신경 쓸 여유가 없어요.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
464,직장 관계(상사·동료),업무 대화,4,"나: 고객사 전달 내용 때문에 이야기하신다고 했죠?
팀장: 네, 확정되지 않은 내용을 먼저 전달하시면 곤란합니다.
나: 어느 부분이 확정 전이었는지 확인하겠습니다.
팀장: 일정과 비용 모두 아직 협의 중이었습니다.",또 다른 사람 탓부터 하시는 건가요? 이런 기본적인 판단도 못 하시면 곤란합니다.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
465,친구,고민·감정 상담,1,친구: 요즘 작은 실수에도 스스로를 너무 몰아붙이는 것 같아,그 얘기를 꺼내기까지 생각이 많았겠다. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
466,직장 관계(상사·동료),업무 대화,3,"동료: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
동료: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 관련된 내용까지 같이 확인해보겠습니다.,적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
467,친구,질문·요청,4,"나: 아까 부탁할 게 있다고 했지?
친구: 아까부터 물어보려고 했던 게 있어.
나: 응, 어떤 걸 도와주면 돼?
친구: 여행 숙소 두 군데 중에 어디가 나은지 같이 봐줄래?",나중에 생각나면 답할게. 오늘은 그 얘기까지 신경 쓸 여유가 없어.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
468,친구,일상 대화,4,"나: 요즘 주말에도 계속 바쁘던데 괜찮아?
친구: 약속이 계속 겹쳐서 제대로 쉬지를 못했어.
나: 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡아둔 거라 취소하기도 애매해.",계속 사람을 만나느라 혼자 쉴 시간이 없었구나. 다음 주말은 비워두고 푹 쉬어.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
469,부모님,질문·요청,2,"나: 감정 더 상하기 전에 차분히 얘기하자.
엄마: 내 얘기를 다른 사람에게 전하기 전에는 나한테 물어봐 줄 수 있어?",그 정도도 혼자 못 하면 뭘 할 수 있는데? 다른 사람들까지 피해 보게 하지 마.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
470,직장 관계(상사·동료),고민·감정 상담,2,"나: 요즘 많이 지쳐 보이는데 괜찮으세요?
팀장: 이번 평가 결과가 기대보다 안 좋아서 자신감이 떨어졌어요",그런 기분이 들면 혼자 견디기 힘들지. 그 상황이 왜 마음에 남는지 이해돼. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
471,형제·자매,업무 대화,2,"나: 이번 일은 기준을 분명히 정했으면 해.
오빠: 보고서 오류를 내 책임으로만 정리한 건 납득하기 어려워.",네가 먼저 사과하지 않으면 나도 절대 물러서지 않을 거야. 이번에는 반드시 대가를 치르게 할 거야.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
472,선후배,고민·감정 상담,1,선배: 내 의견을 물어보지 않고 결정한 게 아직도 불편해요,같은 실수를 계속 반복하시네요. 이야기할 때마다 답답합니다.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
473,부모님,갈등 상황,2,"나: 계속 마음에 남는 일이 있는 것 같아.
엄마: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어",계속 신경 쓰였을 텐데 잘 말해줬어. 조금 가라앉으면 다음 일을 같이 생각해보자.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
474,형제·자매,질문·요청,4,"나: 확인해줬으면 하는 게 있어?
언니: 내가 놓친 게 있는지 봐줬으면 해.
나: 뭔데? 말해봐.
언니: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?","응, 오는 길에 들러서 사갈게. 완료되면 결과를 같이 확인하자.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
475,친구,정보 공유,2,"나: 일정은 어떻게 정해졌어?
친구: 배포 일정은 목요일 밤 열 시로 확정됐습니다",확인했어. 필요한 준비는 그 일정에 맞출게. 필요하면 그때 다시 조정하자.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
476,형제·자매,일상 대화,4,"나: 요즘 계속 피곤해 보이는데 일이 많아?
형: 일도 많은데 주말 약속까지 계속 겹쳤어.
나: 한 주라도 약속을 미루면 안 돼?
형: 이번 달까지만 지나면 좀 나아질 것 같아.",이번 달 내내 쉴 틈이 없었구나. 남은 약속 끝나면 하루는 아무것도 하지 말고 쉬자.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
478,연인,일상 대화,2,"나: 이번 달에 약속이 너무 많은 것 같던데 괜찮아?
연인: 응, 주말마다 일정이 있어서 제대로 쉰 적이 없어.",쉴 틈이 없어서 많이 지쳤겠다. 다음 주말은 아무 일정 잡지 말고 같이 쉬자.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
479,친구,갈등 상황,1,친구: 고객사에 확정되지 않은 내용을 먼저 전달하시면 곤란합니다,다시 이런 일이 생기면 바로 문제를 크게 만들 거야. 다른 사람들까지 다 끌어들여서 확인할 거야.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
480,선후배,갈등 상황,2,"나: 서로 불편했던 부분은 한번 정리했으면 해요.
선배: 확정되지 않은 내용은 외부에 전달하지 말아주실 수 있을까요?",지금 꼭 정해야 해? 오늘은 그 얘기까지 신경 쓸 여유가 없어요.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
481,친구,고민·감정 상담,4,"나: 서로 불편했던 부분은 한번 정리했으면 해.
친구: 그냥 넘어가면 계속 마음에 남을 것 같아.
나: 응, 네 입장부터 말해봐.
친구: 내 얘기를 다른 사람에게 전한 걸 알고 나서 많이 서운했어",네 태도부터 고쳐야 할 것 같은데. 자꾸 사람을 실망시키네.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
482,직장 관계(상사·동료),업무 대화,2,"나: 아까 고민되는 부분이 있다고 하셨죠?
팀장: 배포 전에 꼭 확인해야 할 항목을 어떤 순서로 보면 좋을까요?","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 작은 범위에서 먼저 재현해본 뒤 적용 범위를 넓혀봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
483,형제·자매,질문·요청,2,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
오빠: 확정되지 않은 내용은 외부에 전달하지 말아줄 수 있어?","좋아, 그럼 앞으로 서로 없는 사람처럼 지내자. 이번 일로 관계가 깨져도 상관없어.",부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
484,직장 관계(상사·동료),업무 대화,1,동료: 오류가 발생한 계정 목록을 정리해서 공유해주실 수 있나요?,그 얘기는 다음에 하죠. 오늘은 그 얘기까지 신경 쓸 여유가 없어요.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
485,친구,갈등 상황,1,친구: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어,생각이 많아질 수밖에 없는 상황이었네. 한 번의 결과로 네 노력이 사라지는 건 아니야.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
486,부모님,질문·요청,4,"나: 아까부터 표정이 안 좋아 보이던데 무슨 일 있어?
아빠: 요즘 같은 생각이 자꾸 반복돼.
나: 그 일 때문에 많이 힘들었어?
아빠: 잘 쉬고 있는데도 피곤한데 혹시 내가 무리하고 있는 것처럼 보여?",그걸 힘들다고 하면 앞으로 더 힘든 일은 어떻게 하려고? 계속 생각한다고 달라지는 것도 없잖아.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
487,부모님,정보 공유,3,"엄마: 일정이 정해져서 미리 알려주려고 했어.
나: 응, 확인된 내용 말해줘.
엄마: 공사 때문에 주차장은 토요일 오전에 이용할 수 없대",좋아. 현재 확정된 내용으로 정리해둘게. 관련된 사람에게도 같은 내용으로 전달할게.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
488,연인,갈등 상황,4,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 계속 마음에 걸리는 일이 있어.
나: 나 때문에 그런 거야?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 싫었어.","내가 가볍게 생각했어. 사람들 앞에서 불편하게 해서 미안하고, 다음부터는 먼저 물어볼게.",적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
489,친구,일상 대화,3,"친구: 그러고 보니 얘기해줄 게 있어.
나: 그래서 어떻게 됐어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어","응, 그 뒤 이야기도 궁금하다. 처음 시작할 때와 느낌이 달라졌을 것 같아. 작품 중에서 제일 오래 보고 온 건 뭐였어?",적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
490,연인,고민·감정 상담,1,연인: 잠을 제대로 못 자니까 별일 아닌데도 자꾸 예민해져,별일도 아닌데 너무 의미를 두는 것 같아. 그냥 바쁘게 지내면 금방 잊어.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
491,직장 관계(상사·동료),업무 대화,3,"팀장: 제가 놓친 부분이 있는지 봐주셨으면 합니다.
나: 제가 할 수 있는 일인지 말씀해주세요.
팀장: 배포 전에 로그인 기능을 한 번 더 테스트해주시겠어요?",일단 넘어가고 다른 얘기하죠. 오늘은 그 얘기까지 신경 쓸 여유가 없어요.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
492,선후배,질문·요청,2,"나: 아까 문의하시려던 내용은 해결하셨나요?
선배: 중고 거래 전에 판매자에게 어떤 정보를 확인해야 해?","가장 먼저 판매자 거래 이력과 실물 사진을 먼저 확인하고, 가능하면 안전결제나 사람이 많은 곳에서의 대면 거래를 선택해요. 후기나 기록을 볼 때는 네 상황과 비슷한 사례를 중심으로 봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
493,친구,일상 대화,1,친구: 요즘 집에 혼자 있으면 괜히 기분이 가라앉아.,그 정도는 네가 알아서 넘겨야지. 매번 기분 맞춰달라고 하지 마.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
494,친구,질문·요청,4,"나: 필요한 거 있으면 말해.
친구: 잠깐 확인해줬으면 하는 게 있어.
나: 응, 구체적으로 얘기해봐.
친구: 여행 숙소 두 군데 중에 어디가 나은지 같이 봐줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 혹시 문제가 생기면 먼저 말할게.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
496,부모님,갈등 상황,3,"아빠: 내 입장도 한번 설명하고 싶어.
나: 같은 일이 없으려면 뭘 바꾸면 될까?
아빠: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 필요하면 직접 만나서 이야기하자.,적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
497,직장 관계(상사·동료),업무 대화,2,"나: 선택지 때문에 망설이는 부분이 있나요?
팀장: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까요?","복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어요.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
498,선후배,업무 대화,3,"선배: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
선배: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?","몰라, 네가 알아서 해요. 오늘은 그 얘기까지 신경 쓸 여유가 없어요.",부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
